age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours,native,label
26, Private,162312, Some-college,10, Never-married, Adm-clerical, Not-in-family, Male,0,0,20, Philippines,0
46, Private,174386, HS-grad,9, Never-married, Other-service, Unmarried, Female,0,0,24, United-States,0
33, Private,190772, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,1617,40, United-States,0
26, Private,104834, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,1669,40, United-States,0
38, Private,26987, HS-grad,9, Divorced, Other-service, Unmarried, Female,0,0,40, United-States,0
34, Private,200192, Some-college,10, Never-married, Other-service, Not-in-family, Female,0,0,40, United-States,0
30, Private,39054, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,65, United-States,1
25, Private,200408, Assoc-acdm,12, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
33, Private,92865, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
62, Private,178249, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,35, United-States,1
48, Self-emp-inc,181307, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,60, United-States,1
39, Private,187089, Some-college,10, Divorced, Sales, Not-in-family, Female,0,0,40, United-States,0
44, Local-gov,135056, Masters,14, Divorced, Prof-specialty, Unmarried, Female,0,0,16, ?,0
55, Private,105582, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,3103,0,40, United-States,1
27, Local-gov,170504, Bachelors,13, Never-married, Transport-moving, Not-in-family, Female,0,0,40, United-States,0
90, Private,313749, Bachelors,13, Never-married, Prof-specialty, Own-child, Female,0,0,10, United-States,0
40, Private,79531, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,75, United-States,1
27, Local-gov,225291, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
45, Private,285858, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,1
45, Self-emp-inc,142719, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
40, Local-gov,370502, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, Mexico,0
53, State-gov,105728, HS-grad,9, Married-civ-spouse, Other-service, Wife, Female,0,0,28, United-States,1
35, Private,219546, Some-college,10, Never-married, Craft-repair, Not-in-family, Male,0,0,45, Germany,0
46, Private,126513, HS-grad,9, Separated, Craft-repair, Unmarried, Female,0,0,40, ?,0
40, Local-gov,303212, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
25, Self-emp-not-inc,213385, Some-college,10, Never-married, Craft-repair, Own-child, Male,0,0,80, United-States,0
45, Self-emp-not-inc,54098, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States,1
20, Self-emp-not-inc,132320, HS-grad,9, Never-married, Transport-moving, Own-child, Male,0,0,45, United-States,0
33, Private,100228, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,0
44, Private,205706, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
24, Private,281221, Bachelors,13, Never-married, Adm-clerical, Other-relative, Female,0,0,40, Taiwan,0
26, Private,112847, Assoc-voc,11, Never-married, Tech-support, Own-child, Male,0,0,40, United-States,0
24, Private,122166, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,40, Iran,0
37, Self-emp-not-inc,301568, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,35, United-States,1
19, Private,120251, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,14, United-States,0
36, Local-gov,298717, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
54, Private,311020, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,50, United-States,0
43, State-gov,52849, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
56, Private,184553, 10th,6, Divorced, Craft-repair, Not-in-family, Male,0,0,56, United-States,0
29, Private,88432, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,0
33, Local-gov,222654, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,66, ?,0
24, Private,243190, Assoc-acdm,12, Separated, Craft-repair, Unmarried, Male,8614,0,40, United-States,1
45, Private,199058, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,7298,0,50, United-States,1
40, Private,125776, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,1
56, Self-emp-inc,211804, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,15024,0,50, United-States,1
37, Local-gov,249392, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,1
30, Local-gov,247328, Some-college,10, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, United-States,0
24, Private,205865, HS-grad,9, Never-married, Sales, Unmarried, Male,0,0,45, United-States,0
42, Federal-gov,158926, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, Female,0,0,40, Philippines,1
54, Self-emp-inc,172175, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,1
32, Private,459007, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,90, United-States,0
20, Private,745817, Some-college,10, Never-married, Tech-support, Own-child, Female,0,0,15, United-States,0
44, Private,45093, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,70, United-States,0
46, Private,182533, Bachelors,13, Never-married, Adm-clerical, Unmarried, Female,0,0,40, Philippines,0
55, Private,238638, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,4386,0,40, United-States,1
49, Self-emp-not-inc,113513, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States,0
47, Local-gov,56482, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,7688,0,50, United-States,1
35, Private,272019, 11th,7, Married-civ-spouse, Craft-repair, Husband, Male,0,2057,40, United-States,0
61, Private,183355, 11th,7, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
49, Private,195612, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,7298,0,40, United-States,1
40, Private,224910, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
18, ?,215463, 12th,8, Never-married, ?, Own-child, Female,0,0,25, United-States,0
20, Private,258490, Some-college,10, Never-married, Sales, Not-in-family, Female,0,0,35, United-States,0
40, Private,123557, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
29, Private,126399, HS-grad,9, Divorced, Sales, Unmarried, Female,0,0,32, United-States,0
40, Private,153799, 1st-4th,2, Married-spouse-absent, Machine-op-inspct, Unmarried, Female,0,0,40, Dominican-Republic,0
64, Private,59829, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,25, France,0
37, Private,108913, HS-grad,9, Never-married, Other-service, Not-in-family, Male,0,0,40, United-States,0
54, Self-emp-not-inc,163815, Masters,14, Divorced, Sales, Not-in-family, Male,0,0,60, United-States,0
35, Private,178322, Assoc-voc,11, Married-civ-spouse, Sales, Husband, Male,0,0,50, Germany,1
56, Private,200235, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,48, United-States,1
46, Private,138999, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
39, Private,346478, Some-college,10, Never-married, Exec-managerial, Not-in-family, Male,0,0,45, United-States,0
31, Private,159979, Some-college,10, Never-married, Sales, Not-in-family, Female,0,0,50, United-States,0
20, Private,163205, Some-college,10, Separated, Other-service, Own-child, Female,0,0,30, United-States,0
47, Private,303637, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,49, United-States,1
61, Private,28291, HS-grad,9, Divorced, Farming-fishing, Not-in-family, Female,0,0,82, United-States,0
25, Private,258379, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,32, United-States,0
34, Private,122616, Some-college,10, Married-civ-spouse, Tech-support, Husband, Male,0,0,84, United-States,1
34, Private,400416, 11th,7, Never-married, Machine-op-inspct, Own-child, Male,0,0,45, United-States,0
32, State-gov,169973, Masters,14, Never-married, Adm-clerical, Not-in-family, Female,0,0,38, United-States,0
22, Private,113062, Bachelors,13, Never-married, Prof-specialty, Own-child, Female,0,0,40, United-States,0
34, Private,111415, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,70, United-States,0
53, Private,196328, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
43, Private,35910, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,43, United-States,1
29, Private,183627, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,3137,0,48, Ireland,0
73, Local-gov,181902, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,10, Poland,1
33, Private,163003, Bachelors,13, Never-married, Exec-managerial, Other-relative, Female,0,0,40, Philippines,0
51, Private,259363, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,1
45, Federal-gov,311671, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, Male,3908,0,40, United-States,0
25, Private,206600, 10th,6, Never-married, Other-service, Not-in-family, Male,0,0,24, Nicaragua,0
27, Private,267325, HS-grad,9, Married-civ-spouse, Sales, Wife, Female,3464,0,40, United-States,0
46, Local-gov,316205, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
45, Self-emp-inc,84324, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,1
45, Private,304570, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, ?,0
25, Private,198587, Some-college,10, Never-married, Tech-support, Not-in-family, Female,2174,0,50, United-States,0
47, Private,166634, Some-college,10, Divorced, Exec-managerial, Unmarried, Female,0,0,40, Germany,0
33, Private,184784, 10th,6, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
38, ?,204668, Assoc-voc,11, Separated, ?, Unmarried, Female,0,0,25, United-States,0
51, Private,162944, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
30, Local-gov,118500, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
20, Private,373935, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,35, United-States,0
31, Private,254293, Some-college,10, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
23, Private,199070, HS-grad,9, Never-married, Protective-serv, Own-child, Male,0,0,16, United-States,0
46, Private,248059, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,3464,0,40, United-States,0
25, Private,120238, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
43, Local-gov,223861, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
55, Private,172666, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
23, Private,153044, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Female,0,0,7, United-States,0
30, Private,206051, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
22, Private,396895, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Male,0,0,35, Mexico,0
18, Private,146378, Some-college,10, Never-married, Other-service, Own-child, Female,0,0,40, ?,0
24, Private,197666, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
57, Self-emp-not-inc,225334, Prof-school,15, Married-civ-spouse, Sales, Wife, Female,15024,0,35, United-States,1
23, Private,113466, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
24, Private,385540, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, Mexico,0
27, Self-emp-not-inc,65308, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States,0
20, Private,194247, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Male,0,0,25, United-States,0
28, Private,210313, 10th,6, Never-married, Handlers-cleaners, Other-relative, Male,0,0,40, Mexico,0
25, Private,304032, HS-grad,9, Never-married, Adm-clerical, Own-child, Male,0,0,36, United-States,0
37, Private,150057, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,52, United-States,1
35, Local-gov,45607, Masters,14, Never-married, Prof-specialty, Not-in-family, Male,0,0,60, United-States,1
38, Self-emp-not-inc,255503, 11th,7, Divorced, Exec-managerial, Not-in-family, Male,0,0,55, United-States,0
24, Private,153082, HS-grad,9, Never-married, Sales, Not-in-family, Male,0,0,30, United-States,0
22, Private,138768, HS-grad,9, Never-married, Adm-clerical, Own-child, Male,0,0,40, United-States,0
38, Self-emp-not-inc,127961, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,45, United-States,1
23, ?,27415, 11th,7, Never-married, ?, Own-child, Male,0,0,40, United-States,0
32, State-gov,230224, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, Male,0,0,35, United-States,0
40, Private,260696, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
45, Private,114797, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Female,0,0,40, United-States,0
32, Private,273241, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,40, United-States,1
55, Private,314592, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
81, Private,114670, 9th,5, Widowed, Priv-house-serv, Not-in-family, Female,2062,0,5, United-States,0
58, Private,98725, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,1
32, Private,151773, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,0
29, Private,225024, HS-grad,9, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
36, Private,140583, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,0
22, Private,186452, 10th,6, Never-married, Craft-repair, Not-in-family, Male,0,0,30, United-States,0
61, Private,40269, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
18, Private,126125, HS-grad,9, Never-married, Other-service, Own-child, Male,0,0,20, United-States,0
50, Self-emp-inc,321822, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,75, United-States,1
40, Private,237601, Bachelors,13, Never-married, Sales, Not-in-family, Female,0,0,55, United-States,1
25, Private,148300, Bachelors,13, Never-married, Prof-specialty, Own-child, Female,0,0,15, United-States,0
41, Private,349703, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,40, United-States,0
65, ?,221881, 11th,7, Married-civ-spouse, ?, Husband, Male,0,0,40, Mexico,0
76, Local-gov,259612, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,15, United-States,0
31, Private,62932, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
30, Private,168443, HS-grad,9, Separated, Other-service, Unmarried, Female,0,0,30, United-States,0
28, Private,45613, Some-college,10, Never-married, Priv-house-serv, Not-in-family, Female,0,0,40, United-States,0
55, ?,449576, 5th-6th,3, Married-civ-spouse, ?, Husband, Male,0,0,48, Mexico,0
35, Private,119272, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States,1
31, Private,167319, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,0
32, Private,42485, HS-grad,9, Divorced, Craft-repair, Unmarried, Male,0,0,40, United-States,0
38, Private,186934, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
27, Local-gov,206125, 10th,6, Married-civ-spouse, Craft-repair, Husband, Male,0,0,60, United-States,0
49, Self-emp-not-inc,130206, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,40, United-States,0
37, Self-emp-not-inc,187411, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, ?,0
22, Private,255252, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
20, Private,245297, Some-college,10, Never-married, Other-service, Not-in-family, Female,0,0,20, United-States,0
30, Private,232356, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
37, Local-gov,89491, Masters,14, Divorced, Exec-managerial, Not-in-family, Female,0,0,40, United-States,0
35, Private,154410, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,0
28, Private,249541, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
70, Local-gov,334666, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Female,0,0,12, United-States,0
63, ?,126540, Some-college,10, Divorced, ?, Not-in-family, Female,0,0,5, United-States,0
37, Private,26898, HS-grad,9, Divorced, Exec-managerial, Unmarried, Female,0,0,12, United-States,0
46, Private,330087, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,45, United-States,1
43, Federal-gov,233851, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
31, Self-emp-inc,133861, Assoc-voc,11, Divorced, Sales, Not-in-family, Male,0,0,40, United-States,0
26, Self-emp-not-inc,102476, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,50, United-States,0
79, Private,266119, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
28, State-gov,78356, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, Jamaica,0
37, Self-emp-not-inc,29814, HS-grad,9, Never-married, Farming-fishing, Unmarried, Male,0,0,50, United-States,0
17, Private,270587, 11th,7, Never-married, Other-service, Own-child, Male,0,0,20, England,0
52, Federal-gov,312500, Assoc-voc,11, Divorced, Farming-fishing, Not-in-family, Female,0,0,40, United-States,0
22, Private,416356, Some-college,10, Never-married, Craft-repair, Unmarried, Male,0,0,40, United-States,0
44, Private,34722, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,55, United-States,0
85, Private,98611, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,3, Poland,0
26, Private,245465, Assoc-acdm,12, Never-married, Sales, Own-child, Male,0,0,30, United-States,0
23, Private,252153, Some-college,10, Never-married, Other-service, Not-in-family, Female,0,0,28, United-States,0
49, Local-gov,78859, Masters,14, Widowed, Prof-specialty, Unmarried, Female,0,323,20, United-States,0
50, Local-gov,254148, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,40, Mexico,0
38, Self-emp-inc,244803, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,1485,60, Cuba,1
28, Private,123147, Some-college,10, Never-married, Tech-support, Not-in-family, Female,4865,0,40, United-States,0
21, State-gov,341410, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,15, United-States,0
25, Private,374918, 12th,8, Married-civ-spouse, Other-service, Wife, Female,0,0,40, United-States,0
38, Private,229700, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
46, Private,503923, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,4386,0,40, United-States,1
49, Self-emp-not-inc,233059, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,60, United-States,0
49, Private,31267, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
48, Private,102597, Some-college,10, Separated, Adm-clerical, Unmarried, Female,0,0,44, United-States,0
52, Local-gov,255927, Some-college,10, Widowed, Adm-clerical, Not-in-family, Female,0,0,24, United-States,0
29, Private,85572, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,42, United-States,1
33, Private,181091, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,60, Iran,1
37, Private,526968, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,0,38, United-States,1
22, ?,210802, Some-college,10, Never-married, ?, Not-in-family, Female,0,0,35, United-States,0
29, Private,119429, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
40, Private,188291, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
33, Local-gov,368675, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,0
40, Private,87771, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, Female,0,1628,45, United-States,0
46, Private,163352, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,36, United-States,0
35, Private,241306, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,1
37, Local-gov,108540, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
38, Private,247111, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,1
26, Private,164737, Some-college,10, Never-married, Sales, Not-in-family, Female,0,0,40, United-States,0
30, Private,236543, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,68, United-States,0
25, Private,187502, HS-grad,9, Never-married, Sales, Own-child, Male,0,0,24, United-States,0
22, Private,160398, Some-college,10, Never-married, Sales, Other-relative, Male,0,0,38, United-States,0
39, Private,48093, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States,0
45, Private,20534, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,84, United-States,1
22, Private,119359, Bachelors,13, Never-married, Exec-managerial, Own-child, Female,0,0,40, United-States,0
43, Private,260761, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, Mexico,0
34, Private,384150, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
24, Private,73514, Some-college,10, Never-married, Sales, Not-in-family, Female,0,0,50, Philippines,0
49, Private,87928, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,5013,0,40, United-States,0
26, Private,253841, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,45, United-States,0
37, Private,46385, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
21, Private,72119, Some-college,10, Never-married, Adm-clerical, Not-in-family, Male,0,0,45, United-States,0
62, Private,77884, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, Philippines,0
22, Private,514033, HS-grad,9, Never-married, Other-service, Not-in-family, Male,0,0,80, United-States,0
48, Private,95661, Some-college,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,43, United-States,0
33, Private,598802, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
47, Private,164113, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,7688,0,40, United-States,1
68, Private,50351, Masters,14, Never-married, Adm-clerical, Not-in-family, Female,6360,0,20, United-States,0
17, Private,239346, 10th,6, Never-married, Other-service, Own-child, Male,0,0,18, United-States,0
33, Private,40681, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
30, Private,154568, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,36, Vietnam,1
45, Self-emp-inc,145290, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,1
31, State-gov,358461, Some-college,10, Never-married, Other-service, Not-in-family, Male,0,0,40, United-States,0
45, Federal-gov,359808, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, Male,0,0,40, United-States,0
25, Private,245628, Some-college,10, Never-married, Tech-support, Own-child, Male,0,0,15, Mexico,0
52, Private,202115, HS-grad,9, Married-civ-spouse, Other-service, Wife, Female,0,0,25, United-States,0
45, Federal-gov,232997, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,65, United-States,1
34, Private,153614, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,45, United-States,1
17, Local-gov,32124, 9th,5, Never-married, Other-service, Own-child, Male,0,0,9, United-States,0
30, Private,207564, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,0
17, Private,198146, 11th,7, Never-married, Sales, Own-child, Female,0,0,16, United-States,0
51, Private,246519, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, Male,2105,0,45, United-States,0
21, Private,39943, Some-college,10, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
47, Private,216096, Some-college,10, Married-spouse-absent, Exec-managerial, Unmarried, Female,0,0,35, Puerto-Rico,0
35, Private,438176, Assoc-voc,11, Never-married, Other-service, Not-in-family, Female,0,0,65, United-States,0
25, Private,74883, Bachelors,13, Never-married, Tech-support, Not-in-family, Female,0,1092,40, Philippines,0
48, Private,236858, 11th,7, Divorced, Other-service, Not-in-family, Female,0,0,31, United-States,0
33, Private,206609, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,0
55, State-gov,175127, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Male,7688,0,38, United-States,1
30, Local-gov,169020, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
27, Private,390657, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
31, Private,32406, Some-college,10, Divorced, Craft-repair, Unmarried, Female,0,0,20, United-States,0
24, Private,235722, HS-grad,9, Never-married, Other-service, Not-in-family, Male,0,0,40, United-States,0
23, Private,253190, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,25, United-States,0
40, Private,163985, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,24, United-States,0
20, Private,146706, Some-college,10, Married-civ-spouse, Sales, Other-relative, Female,0,0,30, United-States,0
26, Private,212800, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, Female,0,0,36, United-States,0
31, Self-emp-inc,103435, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,0
27, Private,136094, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States,0
74, Private,129879, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Female,15831,0,40, United-States,1
23, Private,141323, Some-college,10, Never-married, Other-service, Own-child, Male,0,0,40, United-States,0
44, Private,179136, HS-grad,9, Never-married, Sales, Not-in-family, Female,0,0,40, United-States,0
29, Private,114224, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
33, Private,268451, Some-college,10, Divorced, Exec-managerial, Unmarried, Female,0,0,40, United-States,0
56, Private,134286, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,0
40, Private,72887, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,1
31, Private,124420, 11th,7, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
18, Private,256967, 10th,6, Never-married, Sales, Other-relative, Female,0,0,40, United-States,0
33, Private,99309, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,0
49, Self-emp-not-inc,182752, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,35, United-States,1
48, Private,85341, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
61, Federal-gov,178312, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
65, ?,327154, HS-grad,9, Widowed, ?, Unmarried, Female,0,0,40, United-States,0
44, Private,216907, HS-grad,9, Divorced, Other-service, Not-in-family, Male,0,0,37, United-States,0
